Priority,Status,Assignee,Reporter,Creator,Date Created,Date Updated,Date Resolved,Time Spent,Time Spent (Without Outliers),Repair Time,Repair Time (Without Outliers),completed,open,failed_fix,assigned,last28,Assigned to a Developer,Created by a Developer,Reported by a Developer
5 - Blocker,Todo,JosephWallace,RyanFord,RyanFord,2020-01-29,2021-06-02,NA,490,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5 - Blocker,Resolved,NancyKraus,PeterMorrissey,PeterMorrissey,2019-11-26,2020-01-14,2020-01-14,49,49,49,49,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
5 - Blocker,Resolved,NA,MattChild,MattChild,2019-08-28,2019-09-09,2019-09-09,12,12,12,12,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
5 - Blocker,Resolved,NA,MattChild,MattChild,2019-08-28,2019-09-09,2019-09-09,12,12,12,12,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
5 - Blocker,Resolved,NancyKraus,MattChild,MattChild,2019-07-16,2019-07-16,2019-07-16,0,NA,0,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
5 - Blocker,Resolved,PeteSchatz,MattChild,MattChild,2018-03-07,2018-03-13,2018-03-13,6,6,6,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
5 - Blocker,Resolved,PeteSchatz,RyanScranton,RyanScranton,2018-03-05,2018-03-07,2018-03-07,2,NA,2,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5 - Blocker,Resolved,NA,BrittanyMcCray,BrittanyMcCray,2018-03-06,2018-03-07,2018-03-07,1,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
5 - Blocker,Resolved,JosephWallace,JohnSieck,JohnSieck,2018-02-09,2018-03-06,2018-03-06,25,25,25,25,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5 - Blocker,Resolved,DanielBiester,MattChild,MattChild,2017-08-25,2018-02-06,2018-02-06,165,NA,165,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
5 - Blocker,Resolved,NancyKraus,NancyKraus,NancyKraus,2017-12-22,2018-02-06,2018-02-06,46,46,46,46,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
5 - Blocker,Resolved,DanielBiester,MattChild,MattChild,2017-09-27,2017-10-11,2017-10-11,14,14,14,14,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
5 - Blocker,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-09-26,2017-09-28,2017-09-28,2,NA,2,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5 - Blocker,Resolved,JosephWallace,RyanScranton,RyanScranton,2017-05-31,2017-06-06,2017-06-06,6,6,6,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5 - Blocker,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-05-31,2017-06-06,2017-06-06,6,6,6,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
4 - Critical,Todo,NA,MichaelJones,MichaelJones,2019-12-18,2020-04-30,NA,134,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
4 - Critical,Resolved,PeterMorrissey,MattChild,MattChild,2019-12-03,2020-01-14,2020-01-14,42,42,42,42,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4 - Critical,Resolved,PeterMorrissey,ScottSummerford,ScottSummerford,2019-11-25,2020-01-14,2020-01-14,50,50,50,50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4 - Critical,Resolved,ScottSummerford,AlanJones,AlanJones,2019-07-22,2019-07-31,2019-07-31,9,9,9,9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
4 - Critical,Todo,NA,JohnSieck,JohnSieck,2019-03-18,2019-07-26,NA,130,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
4 - Critical,Todo,NA,NancyKraus,NancyKraus,2018-01-16,2019-07-25,NA,555,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
4 - Critical,Todo,NA,RyanScranton,RyanScranton,2018-03-12,2019-07-05,NA,480,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
4 - Critical,Todo,NA,RyanScranton,RyanScranton,2019-05-03,2019-05-23,NA,20,20,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
4 - Critical,Todo,NA,RyanScranton,RyanScranton,2018-09-12,2019-04-22,NA,222,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
4 - Critical,Resolved,DrewPolhamus,RyanScranton,RyanScranton,2018-09-20,2019-01-16,2019-01-16,118,118,118,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
4 - Critical,Resolved,NA,MattChild,MattChild,2018-07-13,2018-09-07,2018-09-07,56,56,56,56,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
4 - Critical,Resolved,NancyKraus,RyanScranton,RyanScranton,2018-03-02,2018-03-13,2018-03-13,11,11,11,11,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
4 - Critical,Resolved,NancyKraus,RyanScranton,RyanScranton,2018-03-02,2018-03-13,2018-03-13,11,11,11,11,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
4 - Critical,Todo,NA,NancyKraus,NancyKraus,2018-02-15,2018-02-23,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
4 - Critical,Resolved,JosephWallace,RyanScranton,RyanScranton,2017-09-26,2017-10-11,2017-10-11,15,15,15,15,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
4 - Critical,Resolved,MatthewDavis,RyanScranton,RyanScranton,2017-09-26,2017-10-11,2017-10-11,15,15,15,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4 - Critical,Resolved,DanielBiester,MattChild,MattChild,2017-09-27,2017-10-11,2017-10-11,14,14,14,14,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4 - Critical,Resolved,PeteSchatz,PeteSchatz,PeteSchatz,2017-09-12,2017-10-10,2017-10-10,28,28,28,28,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4 - Critical,Resolved,PeteSchatz,PeteSchatz,PeteSchatz,2017-05-04,2017-10-03,2017-10-03,152,NA,152,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4 - Critical,Resolved,DanielBiester,MattChild,MattChild,2017-07-25,2017-10-03,2017-10-03,70,70,70,70,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4 - Critical,Todo,NA,PeteSchatz,PeteSchatz,2015-06-01,2017-03-23,NA,661,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Todo,NA,MichaelJones,MichaelJones,2020-01-14,2020-04-30,NA,107,107,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Todo,NA,RyanFord,RyanFord,2020-01-21,2020-03-02,NA,41,41,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Todo,NA,MattChild,MattChild,2020-01-27,2020-03-02,NA,35,35,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Todo,NA,MattChild,MattChild,2019-12-03,2019-12-19,NA,16,16,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Todo,NA,ScottSummerford,ScottSummerford,2019-11-26,2019-12-19,NA,23,23,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Resolved,NA,MattChild,MattChild,2019-08-27,2019-09-09,2019-09-09,13,13,13,13,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Todo,NA,RyanScranton,RyanScranton,2019-05-03,2019-05-23,NA,20,20,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Todo,NA,MattChild,MattChild,2019-04-16,2019-05-23,NA,37,37,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Todo,NA,DrewPolhamus,DrewPolhamus,2019-03-28,2019-05-23,NA,56,56,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Todo,NA,MattChild,MattChild,2018-06-27,2019-04-22,NA,299,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Todo,NA,JohnSieck,JohnSieck,2018-03-13,2019-03-25,NA,377,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Resolved,NA,MattChild,MattChild,2018-06-11,2018-09-07,2018-09-07,88,88,88,88,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Resolved,NA,MattChild,MattChild,2018-06-06,2018-09-07,2018-09-07,93,93,93,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Resolved,NA,RyanScranton,RyanScranton,2017-04-21,2018-09-07,2018-09-07,504,NA,504,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Resolved,NancyKraus,RyanScranton,RyanScranton,2018-03-06,2018-03-13,2018-03-13,7,7,7,7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3 - Major,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-08-28,2018-02-06,2018-02-06,162,NA,162,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3 - Major,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-09-06,2018-02-06,2018-02-06,153,NA,153,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3 - Major,Resolved,PeteSchatz,MattChild,MattChild,2017-09-27,2018-02-06,2018-02-06,132,NA,132,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3 - Major,Resolved,JosephWallace,MattChild,MattChild,2017-11-06,2018-02-06,2018-02-06,92,92,92,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3 - Major,Resolved,JosephWallace,ChristinaThompson,JohnSieck,2017-12-07,2018-02-06,2018-02-06,61,61,61,61,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3 - Major,Todo,NA,RyanScranton,RyanScranton,2017-09-26,2018-01-15,NA,111,111,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Closed,PeteSchatz,PeteSchatz,PeteSchatz,2017-10-11,2017-10-19,NA,8,8,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3 - Major,Resolved,PeteSchatz,MattChild,MattChild,2017-09-27,2017-10-11,2017-10-11,14,14,14,14,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3 - Major,Resolved,MatthewDavis,MatthewDavis,MatthewDavis,2017-06-28,2017-10-03,2017-10-03,97,97,97,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3 - Major,Resolved,MatthewDavis,MattChild,MattChild,2017-08-02,2017-10-03,2017-10-03,62,62,62,62,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2018-04-18,2021-05-12,NA,1120,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2018-04-18,2021-05-04,NA,1112,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,MichaelJones,MichaelJones,MichaelJones,2020-02-24,2020-05-07,NA,73,73,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Todo,NA,RyanFord,RyanFord,2020-01-29,2020-05-05,NA,97,97,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2019-10-23,2020-05-05,NA,195,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-03-12,2020-04-30,NA,49,49,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-03-12,2020-04-30,NA,49,49,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-03-17,2020-04-30,NA,44,44,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2019-12-16,2020-04-30,NA,136,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2019-12-16,2020-04-30,NA,136,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2019-12-17,2020-04-30,NA,135,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MattChild,MattChild,2020-03-23,2020-04-30,NA,38,38,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2019-10-18,2020-04-30,NA,195,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,PeterMorrissey,PeterMorrissey,2019-09-04,2020-04-30,NA,239,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-01-08,2020-04-30,NA,113,113,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MattChild,MattChild,2020-03-20,2020-03-25,NA,5,5,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2020-03-24,2020-03-24,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-02-28,2020-03-23,NA,24,24,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-02-24,2020-03-23,NA,28,28,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-03-06,2020-03-20,NA,14,14,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,PeterMorrissey,PeterMorrissey,2020-03-04,2020-03-20,NA,16,16,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,PeterMorrissey,PeterMorrissey,2020-03-05,2020-03-20,NA,15,15,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-04,2020-03-20,NA,16,16,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-04,2020-03-20,NA,16,16,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-04,2020-03-20,NA,16,16,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-04,2020-03-20,NA,16,16,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2020-03-02,2020-03-20,NA,18,18,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,JosephWallace,JosephWallace,2020-03-05,2020-03-20,NA,15,15,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-05,2020-03-20,NA,15,15,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2020-03-09,2020-03-20,NA,11,11,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-03-11,2020-03-20,NA,9,9,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-03-19,2020-03-20,NA,1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,JohnSieck,JohnSieck,2020-03-18,2020-03-20,NA,2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Resolved,PeterMorrissey,PeterMorrissey,PeterMorrissey,2020-03-17,2020-03-18,2020-03-18,1,NA,1,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2 - Minor,Resolved,JosephWallace,MichaelJones,MichaelJones,2020-03-12,2020-03-13,2020-03-13,1,NA,1,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2 - Minor,Todo,NA,PeterMorrissey,PeterMorrissey,2020-03-13,2020-03-13,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Resolved,NA,MattChild,MattChild,2020-03-10,2020-03-11,2020-03-11,1,NA,1,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Resolved,JosephWallace,MattChild,MattChild,2020-02-18,2020-03-10,2020-03-10,21,21,21,21,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-03-06,2020-03-09,NA,3,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-06,2020-03-09,NA,3,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-06,2020-03-09,NA,3,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2018-02-08,2020-03-09,NA,760,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Resolved,PeterMorrissey,MattChild,MattChild,2019-10-08,2020-03-06,2020-03-06,150,NA,150,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Todo,NA,PeterMorrissey,PeterMorrissey,2020-02-24,2020-03-03,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,JosephWallace,JosephWallace,2020-02-18,2020-03-03,NA,14,14,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2020-02-28,2020-03-03,NA,4,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MattChild,MattChild,2020-03-02,2020-03-03,NA,1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-02-27,2020-03-03,NA,5,5,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-03-03,2020-03-03,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MichaelJones,MichaelJones,2019-11-18,2020-03-02,NA,105,105,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-01-14,2020-03-02,NA,48,48,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2020-01-28,2020-03-02,NA,34,34,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,NancyKraus,NancyKraus,2020-02-03,2020-03-02,NA,28,28,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Resolved,NA,NancyKraus,NancyKraus,2020-02-12,2020-02-21,2020-02-21,9,9,9,9,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Resolved,NA,MichaelJones,MichaelJones,2020-01-22,2020-02-21,2020-02-21,30,30,30,30,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
