Priority,Status,Assignee,Reporter,Creator,Date Created,Date Updated,Date Resolved,Time Spent,Time Spent (Without Outliers),Repair Time,Repair Time (Without Outliers),completed,open,failed_fix,assigned,last28,Assigned to a Developer,Created by a Developer,Reported by a Developer
2 - Minor,Resolved,MatthewDavis,BradNeal,BradNeal,2017-04-13,2017-10-03,2017-10-03,173,NA,173,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,BradNeal,BradNeal,2017-04-13,2017-10-03,2017-10-03,173,NA,173,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,DanielBiester,DanielBiester,2017-05-10,2017-10-03,2017-10-03,146,NA,146,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,MattChild,MattChild,2017-05-12,2017-10-03,2017-10-03,144,NA,144,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-06-19,2017-10-03,NA,106,106,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,RyanScranton,RyanScranton,2017-06-08,2017-10-03,2017-10-03,117,117,117,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,RyanScranton,RyanScranton,2017-06-02,2017-10-03,2017-10-03,123,NA,123,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-06-06,2017-10-03,2017-10-03,119,119,119,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,JosephWallace,MattChild,MattChild,2017-06-22,2017-10-03,2017-10-03,103,103,103,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-07-07,2017-10-03,2017-10-03,88,88,88,88,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-07-07,2017-10-03,2017-10-03,88,88,88,88,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,PeteSchatz,MattChild,MattChild,2017-07-06,2017-10-03,2017-10-03,89,89,89,89,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,MattChild,MattChild,2017-07-06,2017-10-03,2017-10-03,89,89,89,89,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-06-30,2017-10-03,2017-10-03,95,95,95,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,MattChild,MattChild,2017-06-23,2017-10-03,2017-10-03,102,102,102,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-07-11,2017-10-03,2017-10-03,84,84,84,84,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,PeteSchatz,PeteSchatz,PeteSchatz,2017-07-23,2017-10-03,2017-10-03,72,72,72,72,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-07-21,2017-10-03,2017-10-03,74,74,74,74,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,PeteSchatz,MattChild,MattChild,2017-07-21,2017-10-03,2017-10-03,74,74,74,74,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,PeteSchatz,MattChild,MattChild,2017-07-20,2017-10-03,2017-10-03,75,75,75,75,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,JosephWallace,MattChild,MattChild,2017-07-17,2017-10-03,2017-10-03,78,78,78,78,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,MatthewDavis,MattChild,MattChild,2017-07-20,2017-10-03,2017-10-03,75,75,75,75,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2 - Minor,Resolved,PeteSchatz,RyanScranton,RyanScranton,2017-07-11,2017-10-03,2017-10-03,84,84,84,84,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,RyanScranton,ShannonStewart,ShannonStewart,2017-08-01,2017-10-03,2017-10-03,63,63,63,63,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,RyanScranton,ShannonStewart,ShannonStewart,2017-08-01,2017-10-03,2017-10-03,63,63,63,63,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-07-28,2017-10-03,2017-10-03,67,67,67,67,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,RyanScranton,RyanScranton,2017-07-28,2017-10-03,2017-10-03,67,67,67,67,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,DanielBiester,DanielBiester,2017-07-28,2017-10-03,2017-10-03,67,67,67,67,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,MatthewDavis,ShannonStewart,ShannonStewart,2017-07-31,2017-10-03,2017-10-03,64,64,64,64,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,RyanScranton,RyanScranton,2017-07-28,2017-10-03,2017-10-03,67,67,67,67,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,PeteSchatz,PeteSchatz,PeteSchatz,2017-07-24,2017-10-03,2017-10-03,71,71,71,71,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,RyanScranton,ShannonStewart,ShannonStewart,2017-08-01,2017-10-03,2017-10-03,63,63,63,63,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,NA,ShannonStewart,ShannonStewart,2017-07-31,2017-10-03,2017-10-03,64,64,64,64,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Resolved,MattChild,RyanScranton,RyanScranton,2017-08-02,2017-10-03,2017-10-03,62,62,62,62,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,RyanScranton,RyanScranton,2017-08-03,2017-10-03,2017-10-03,61,61,61,61,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-10-03,2017-10-03,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-10-03,2017-10-03,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-10-03,2017-10-03,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,MattChild,MattChild,2017-08-17,2017-09-11,2017-09-11,25,25,25,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2 - Minor,Resolved,JosephWallace,JosephWallace,JosephWallace,2017-09-06,2017-09-11,2017-09-11,5,5,5,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,NA,RyanScranton,RyanScranton,2017-08-21,2017-08-23,2017-08-23,2,NA,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,DanielBiester,DanielBiester,2017-03-03,2017-08-14,NA,164,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,ShannonStewart,ShannonStewart,2017-08-11,2017-08-11,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-08-09,2017-08-10,NA,1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,MattChild,RyanScranton,RyanScranton,2017-08-03,2017-08-03,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Todo,NA,PeteSchatz,PeteSchatz,2017-07-24,2017-08-03,NA,10,10,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-07-26,2017-08-03,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,ShannonStewart,ShannonStewart,2017-08-01,2017-08-03,NA,2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MatthewDavis,MatthewDavis,2017-07-30,2017-08-03,NA,4,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,ShannonStewart,ShannonStewart,2017-08-01,2017-08-03,NA,2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,ShannonStewart,ShannonStewart,2017-08-01,2017-08-03,NA,2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-07-28,2017-08-03,NA,6,6,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,ShannonStewart,ShannonStewart,2017-08-01,2017-08-02,NA,1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-07-28,2017-07-31,NA,3,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-06-08,2017-07-20,NA,42,42,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,PeteSchatz,PeteSchatz,2017-07-17,2017-07-17,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2017-06-30,2017-07-07,NA,7,7,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,DanielBiester,DanielBiester,2017-06-16,2017-07-06,2017-07-06,20,20,20,20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2017-06-30,2017-06-30,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,RyanScranton,RyanScranton,2017-06-09,2017-06-09,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,MattChild,MattChild,2017-06-09,2017-06-09,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2017-06-09,2017-06-09,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,MattChild,MattChild,2017-06-09,2017-06-09,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Resolved,PeteSchatz,RyanScranton,RyanScranton,2017-06-08,2017-06-09,2017-06-09,1,NA,1,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,MatthewDavis,RyanScranton,RyanScranton,2017-06-08,2017-06-09,2017-06-09,1,NA,1,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2 - Minor,Resolved,JosephWallace,MattChild,MattChild,2017-06-07,2017-06-09,2017-06-09,2,NA,2,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,NA,RyanScranton,RyanScranton,2017-06-08,2017-06-08,2017-06-08,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Resolved,PeteSchatz,RyanScranton,RyanScranton,2017-05-25,2017-06-08,2017-06-08,14,14,14,14,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,JosephWallace,DanielBiester,DanielBiester,2017-05-24,2017-06-06,2017-06-06,13,13,13,13,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,JosephWallace,MattChild,MattChild,2017-05-22,2017-06-06,2017-06-06,15,15,15,15,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,JosephWallace,DanielBiester,DanielBiester,2017-05-24,2017-06-06,2017-06-06,13,13,13,13,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,DanielBiester,DanielBiester,2017-05-29,2017-06-06,2017-06-06,8,8,8,8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,MatthewDavis,MattChild,MattChild,2017-06-02,2017-06-06,2017-06-06,4,NA,4,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2 - Minor,Resolved,JosephWallace,RyanScranton,RyanScranton,2017-06-05,2017-06-05,2017-06-05,0,NA,0,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,DavidTuell,DavidTuell,DavidTuell,2017-04-20,2017-04-25,2017-04-25,5,5,5,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DanielBiester,DanielBiester,DanielBiester,2017-04-20,2017-04-24,2017-04-24,4,NA,4,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2 - Minor,Resolved,DavidTuell,BradNeal,BradNeal,2017-04-13,2017-04-20,2017-04-20,7,7,7,7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Resolved,DavidTuell,BradNeal,BradNeal,2017-04-13,2017-04-18,2017-04-18,5,5,5,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-03-30,2017-04-07,NA,8,8,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2016-06-20,2017-03-29,NA,282,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BrittanyMcCray,BrittanyMcCray,2017-03-23,2017-03-29,NA,6,6,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BrittanyMcCray,BrittanyMcCray,2015-07-10,2017-03-29,NA,628,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2015-11-16,2017-03-29,NA,499,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BrittanyMcCray,BrittanyMcCray,2017-03-27,2017-03-28,NA,1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,AlisonPerry,AlisonPerry,2014-06-11,2017-03-23,NA,1016,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BrittanyMcCray,BrittanyMcCray,2015-07-06,2017-03-23,NA,626,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BrittanyMcCray,BrittanyMcCray,2017-03-06,2017-03-06,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,DanielBiester,DanielBiester,2017-03-01,2017-03-01,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,BrittanyMcCray,BrittanyMcCray,2017-02-09,2017-02-09,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BrittanyMcCray,BrittanyMcCray,2017-02-09,2017-02-09,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,DanielBiester,DanielBiester,2016-12-13,2017-02-08,NA,57,57,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
2 - Minor,Todo,NA,BradNeal,BradNeal,2017-01-19,2017-01-26,NA,7,7,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,BradNeal,BradNeal,2016-11-02,2016-11-28,2016-11-28,26,26,26,26,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2015-08-27,2016-11-02,NA,433,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,BradNeal,BradNeal,2016-10-27,2016-11-02,NA,6,6,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1 - Trivial,Todo,NA,RyanFord,RyanFord,2019-08-14,2019-08-26,NA,12,12,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1 - Trivial,Todo,NA,RyanFord,RyanFord,2019-08-14,2019-08-19,NA,5,5,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1 - Trivial,Todo,NA,ScottSummerford,ScottSummerford,2019-03-27,2019-05-23,NA,57,57,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
1 - Trivial,Resolved,NA,RyanScranton,RyanScranton,2017-09-26,2017-10-11,2017-10-11,15,15,15,15,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
5 - Blocker,Todo,NA,JohnSieck,JohnSieck,2018-10-16,2019-07-05,NA,262,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Todo,NA,ScottSummerford,ScottSummerford,2019-11-26,2019-12-19,NA,23,23,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE
3 - Major,Reopened,PeterMorrissey,MattChild,MattChild,2019-12-03,2019-12-19,NA,16,16,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3 - Major,Todo,NA,JohnSieck,JohnSieck,2018-01-22,2018-09-25,NA,246,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
3 - Major,Resolved,JosephWallace,JohnSieck,JohnSieck,2017-11-14,2017-11-20,2017-11-20,6,6,6,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2 - Minor,Todo,NA,RyanFord,RyanFord,2019-08-14,2019-08-19,NA,5,5,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,RyanFord,RyanFord,2019-08-14,2019-08-19,NA,5,5,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Todo,NA,JohnSieck,JohnSieck,2018-03-12,2019-03-25,NA,378,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Resolved,NA,JohnSieck,JohnSieck,2018-03-15,2018-09-07,2018-09-07,176,NA,176,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2 - Minor,Resolved,DanielBiester,JohnSieck,JohnSieck,2017-11-27,2018-02-06,2018-02-06,71,71,71,71,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
